"","LotFrontage","Street","LandContour","LandSlope","Neighborhood","Condition1","Condition2","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","TotalBsmtSF","Heating","HeatingQC","CentralAir2","Electrical","1stFlrSF","2ndFlrSF","GrLivArea","BsmtHalfBath","FullBath","TotRmsAbvGrd","GarageYrBlt","GarageFinish","GarageCars","GarageArea","SaleCondition","SalePrice"
"1144",NA,"Pave","Lvl","Gtl","Sawyer","Norm","Norm","1Story",5,3,1959,1959,"Gable","TA","TA","CBlock","TA","TA",1006,"GasA","TA",1,"SBrkr",1006,0,1006,0,1,5,NA,NA,0,0,"Normal",80000
"1145",60,"Pave","Lvl","Gtl","Edwards","Norm","Norm","1.5Fin",4,4,1941,1950,"Gable","TA","Fa","BrkTil","Gd","TA",672,"Grav","Fa",0,"FuseA",672,252,924,0,1,5,1941,"Unf",1,280,"Normal",80000
"1146",52,"Pave","Lvl","Gtl","BrkSide","Norm","Norm","1.5Fin",5,6,1928,1950,"Gable","TA","TA","BrkTil","TA","TA",1042,"GasA","Ex",1,"SBrkr",1042,534,1576,0,1,8,1928,"Unf",1,225,"Family",149000
"1147",NA,"Pave","Lvl","Gtl","SawyerW","Norm","Norm","1Story",6,5,1985,1985,"Gable","Gd","TA","CBlock","Gd","TA",1298,"GasA","TA",1,"SBrkr",1298,0,1298,0,2,5,1985,"Unf",2,403,"Normal",180000
"1148",75,"Pave","Bnk","Gtl","Crawfor","Norm","Norm","2Story",7,7,1941,1950,"Gable","TA","TA","CBlock","TA","TA",704,"GasA","Ex",1,"SBrkr",860,704,1564,0,1,7,1941,"Unf",1,234,"Normal",174500
"1149",NA,"Pave","Lvl","Gtl","OldTown","Norm","Norm","1.5Fin",7,7,1926,1950,"Gable","TA","TA","PConc","TA","TA",572,"GasA","TA",1,"SBrkr",572,539,1111,0,1,5,1982,"Unf",1,288,"Normal",116900
"1150",50,"Pave","Lvl","Gtl","OldTown","Artery","Norm","2Story",7,9,1920,1988,"Hip","TA","Gd","PConc","TA","TA",650,"GasA","Ex",1,"SBrkr",832,650,1482,1,1,7,1930,"Unf",2,324,"Normal",143000
"1151",57,"Pave","Lvl","Gtl","NAmes","Norm","Norm","1Story",6,5,1950,1950,"Gable","TA","TA","CBlock","TA","TA",932,"GasA","Ex",1,"FuseA",932,0,932,0,1,4,1950,"Unf",1,306,"Normal",124000
"1152",134,"Pave","Lvl","Gtl","Edwards","Norm","Norm","1Story",5,4,1959,1959,"Gable","TA","TA","CBlock","TA","TA",1466,"GasA","TA",1,"SBrkr",1466,0,1466,0,1,6,1959,"Fin",2,528,"Normal",149900
"1153",90,"Pave","Lvl","Gtl","Crawfor","Norm","Norm","1Story",6,7,1956,2004,"Gable","TA","TA","PConc","TA","TA",1073,"GasA","Ex",1,"SBrkr",1811,0,1811,0,1,6,1956,"Fin",2,470,"Abnorml",230000
"1154",NA,"Pave","Lvl","Gtl","IDOTRR","Norm","Norm","1Story",6,8,1930,2007,"Gable","Gd","Gd","BrkTil","TA","TA",816,"GasA","Ex",1,"SBrkr",816,0,816,0,1,5,2002,"Unf",1,432,"Normal",120500
"1155",NA,"Pave","Lvl","Gtl","NAmes","Norm","Norm","2Story",7,6,1965,1988,"Gable","TA","TA","CBlock","TA","TA",864,"GasA","TA",1,"SBrkr",902,918,1820,0,1,8,1965,"Unf",2,492,"Normal",201800
"1156",90,"Pave","Lvl","Gtl","Veenker","Norm","Norm","1Story",5,8,1976,2004,"Gable","Gd","Gd","CBlock","Gd","TA",1437,"GasA","TA",1,"SBrkr",1437,0,1437,0,2,6,1976,"RFn",2,528,"Normal",218000
"1157",85,"Pave","Lvl","Gtl","NAmes","Norm","Norm","SLvl",5,8,1965,1999,"Gable","TA","Gd","PConc","TA","TA",1219,"GasA","Gd",1,"SBrkr",1265,0,1265,1,2,6,1965,"RFn",2,502,"Normal",179900
"1158",34,"Pave","Lvl","Gtl","NridgHt","Norm","Norm","1Story",7,5,2007,2008,"Gable","Gd","TA","PConc","Gd","TA",1314,"GasA","Ex",1,"SBrkr",1314,0,1314,0,2,6,2008,"RFn",2,626,"Normal",230000
"1159",92,"Pave","Lvl","Gtl","Somerst","Feedr","Norm","1Story",8,5,2007,2008,"Gable","Gd","TA","PConc","Gd","TA",1580,"GasA","Ex",1,"SBrkr",1580,0,1580,0,2,7,2008,"RFn",3,830,"Partial",235128
"1160",76,"Pave","Lvl","Gtl","NWAmes","Norm","Norm","2Story",6,6,1974,1974,"Hip","Gd","TA","CBlock","TA","TA",901,"GasA","TA",1,"SBrkr",943,933,1876,0,2,8,1974,"RFn",2,540,"Normal",185000
"1161",24,"Pave","Lvl","Gtl","NPkVill","Norm","Norm","2Story",6,5,1978,1978,"Gable","TA","TA","CBlock","Gd","TA",855,"GasA","Fa",1,"SBrkr",855,601,1456,0,2,7,1978,"Unf",2,440,"Normal",146000
"1162",NA,"Pave","Low","Gtl","Crawfor","PosN","Norm","1Story",6,7,1954,2006,"Hip","Gd","TA","CBlock","TA","TA",1296,"GasA","Ex",1,"SBrkr",1640,0,1640,0,1,7,1993,"Unf",2,924,"Normal",224000
"1163",109,"Pave","Lvl","Gtl","Sawyer","Norm","Norm","1Story",5,5,1968,1968,"Gable","TA","TA","CBlock","Gd","TA",894,"GasA","Gd",1,"SBrkr",894,0,894,0,1,5,1968,"Fin",2,450,"Normal",129000
"1164",60,"Pave","Lvl","Gtl","Sawyer","Feedr","Norm","SFoyer",4,4,1969,1969,"Gable","TA","TA","CBlock","Gd","TA",1198,"GasA","TA",1,"SBrkr",1258,0,1258,0,0,6,1969,"Unf",2,400,"Alloca",108959
"1165",NA,"Pave","Lvl","Gtl","Veenker","Feedr","Norm","SLvl",5,7,1978,1978,"Gable","TA","TA","PConc","Gd","TA",1360,"GasA","Ex",1,"SBrkr",1432,0,1432,0,1,5,1978,"Unf",2,588,"Normal",194000
"1166",79,"Pave","Lvl","Gtl","NridgHt","Norm","Norm","1Story",7,5,2009,2009,"Gable","Gd","TA","PConc","Gd","TA",1502,"GasA","Ex",1,"SBrkr",1502,0,1502,0,2,7,2009,"RFn",2,644,"Partial",233170
"1167",64,"Pave","Lvl","Gtl","CollgCr","Norm","Norm","1Story",8,5,2008,2008,"Gable","Gd","TA","PConc","Gd","TA",1694,"GasA","Ex",1,"SBrkr",1694,0,1694,0,2,7,2008,"RFn",3,776,"Normal",245350
"1168",58,"Pave","Lvl","Gtl","Gilbert","RRAn","Norm","2Story",6,5,2000,2000,"Gable","TA","TA","PConc","Gd","TA",959,"GasA","Ex",1,"SBrkr",959,712,1671,0,2,7,2000,"Fin",2,472,"Normal",173000
"1169",120,"Pave","Lvl","Gtl","Edwards","Norm","Norm","2Story",6,7,1935,1986,"Hip","TA","TA","CBlock","TA","TA",1127,"GasA","Ex",1,"SBrkr",1236,872,2108,0,2,7,1935,"Unf",2,540,"Normal",235000
"1170",118,"Pave","Lvl","Gtl","NoRidge","Norm","Norm","2Story",10,5,1995,1996,"Hip","Gd","Gd","PConc","Ex","TA",1930,"GasA","Ex",1,"SBrkr",1831,1796,3627,0,3,10,1995,"Fin",3,807,"Normal",625000
"1171",76,"Pave","Lvl","Gtl","Mitchel","Norm","Norm","SLvl",6,6,1977,1977,"Gable","TA","TA","CBlock","TA","TA",1096,"GasA","TA",1,"SBrkr",1118,0,1118,0,1,6,1977,"Fin",1,358,"Normal",171000
"1172",76,"Pave","Lvl","Gtl","NAmes","Norm","Norm","1Story",6,6,1958,1958,"Hip","TA","TA","CBlock","TA","TA",1261,"GasA","Ex",1,"SBrkr",1261,0,1261,0,1,6,1958,"RFn",2,433,"Normal",163000
"1173",35,"Pave","Lvl","Gtl","Somerst","Norm","Norm","2Story",7,5,2006,2007,"Gable","Gd","TA","PConc","Gd","TA",625,"GasA","Ex",1,"SBrkr",625,625,1250,0,2,5,2006,"Fin",2,625,"Normal",171900
"1174",138,"Pave","Bnk","Gtl","ClearCr","Norm","Norm","1.5Fin",5,6,1946,1994,"Gable","TA","TA","CBlock","TA","TA",1598,"GasA","TA",1,"SBrkr",1636,971,3086,0,3,12,NA,NA,0,0,"Normal",200500
"1175",80,"Pave","Lvl","Gtl","Crawfor","Norm","Norm","2Story",6,8,1932,1950,"Gable","TA","TA","BrkTil","Gd","TA",952,"GasA","TA",1,"SBrkr",1170,1175,2345,0,2,9,1932,"Unf",2,360,"Normal",239000
"1176",85,"Pave","Lvl","Gtl","NoRidge","Norm","Norm","1.5Fin",8,5,1992,2000,"Hip","Gd","TA","PConc","Gd","TA",1683,"GasA","Ex",1,"SBrkr",2129,743,2872,0,2,9,1992,"Fin",2,541,"Normal",285000
"1177",37,"Pave","Lvl","Gtl","Mitchel","Norm","Norm","1Story",5,5,1984,1985,"Gable","TA","TA","CBlock","TA","TA",876,"GasA","TA",1,"SBrkr",923,0,923,0,1,5,1984,"Unf",1,264,"Normal",119500
"1178",NA,"Pave","Bnk","Gtl","OldTown","Artery","Norm","1.5Fin",6,8,1926,2004,"Gable","TA","TA","CBlock","TA","TA",818,"GasA","TA",1,"SBrkr",818,406,1224,0,1,5,1926,"Unf",1,210,"Normal",115000
"1179",54,"Pave","Lvl","Gtl","Crawfor","Norm","Norm","1.5Fin",5,6,1921,1950,"Gable","TA","TA","BrkTil","TA","TA",731,"GasA","Ex",1,"SBrkr",820,523,1343,0,1,7,1921,"Unf",1,186,"Normal",154900
"1180",77,"Pave","Lvl","Gtl","Edwards","Norm","Norm","1Story",5,5,1954,1954,"Gable","TA","TA","Slab",NA,NA,0,"GasA","Gd",1,"SBrkr",1124,0,1124,0,1,5,NA,NA,0,0,"Normal",93000
"1181",NA,"Pave","Lvl","Gtl","Timber","Norm","Norm","2Story",7,5,1990,1991,"Gable","TA","TA","Wood","Gd","TA",1216,"GasA","Ex",1,"SBrkr",1298,1216,2514,0,2,8,1990,"Fin",2,693,"Normal",250000
"1182",64,"Pave","HLS","Mod","Crawfor","Norm","Norm","1Story",8,5,2008,2008,"Hip","Ex","TA","PConc","Ex","TA",1600,"GasA","Ex",1,"SBrkr",1652,0,1652,1,2,5,2008,"Fin",2,482,"Partial",392500
"1183",160,"Pave","Lvl","Gtl","NoRidge","Norm","Norm","2Story",10,5,1996,1996,"Hip","Gd","TA","PConc","Ex","TA",2396,"GasA","Ex",1,"SBrkr",2411,2065,4476,0,3,10,1996,"Fin",3,813,"Abnorml",745000
"1184",60,"Pave","Lvl","Gtl","OldTown","Norm","Norm","1Story",5,6,1920,1950,"Hip","TA","TA","BrkTil","TA","TA",1120,"GasA","Ex",1,"SBrkr",1130,0,1130,0,1,5,1970,"Unf",2,720,"Normal",120000
"1185",50,"Grvl","Lvl","Mod","Timber","Norm","Norm","1Story",5,4,1963,1963,"Hip","TA","TA","CBlock","TA","TA",1572,"GasA","Gd",1,"SBrkr",1572,0,1572,0,1,5,1963,"RFn",3,995,"Normal",186700
"1186",60,"Pave","Lvl","Gtl","Edwards","Norm","Norm","1.5Fin",5,7,1924,1950,"Gable","TA","Gd","BrkTil","TA","TA",784,"GasA","Gd",1,"SBrkr",949,272,1221,0,1,7,1965,"Unf",1,392,"Normal",104900
"1187",107,"Pave","Bnk","Mod","OldTown","Artery","Artery","2Story",3,5,1900,1970,"Gable","TA","TA","CBlock","Fa","TA",978,"GasA","TA",1,"SBrkr",1014,685,1699,0,2,7,1920,"Unf",2,420,"Abnorml",95000
"1188",89,"Pave","Lvl","Gtl","NoRidge","Norm","Norm","1Story",8,5,1994,1995,"Gable","Gd","TA","PConc","Gd","TA",1624,"GasA","Ex",1,"SBrkr",1624,0,1624,0,2,5,1994,"RFn",3,757,"Normal",262000
"1189",68,"Pave","Lvl","Gtl","CollgCr","Norm","Norm","2Story",7,5,2002,2002,"Gable","Gd","TA","PConc","Gd","TA",831,"GasA","Ex",1,"SBrkr",831,829,1660,0,2,7,2002,"RFn",2,493,"Normal",195000
"1190",60,"Pave","Lvl","Gtl","Gilbert","Norm","Norm","2Story",7,5,1999,1999,"Gable","TA","TA","PConc","TA","TA",994,"GasA","Gd",1,"SBrkr",1028,776,1804,0,2,7,1999,"Fin",2,442,"Normal",189000
"1191",NA,"Pave","Low","Mod","Mitchel","Norm","Norm","1Story",4,4,1961,1975,"Gable","TA","Gd","CBlock","TA","TA",1249,"GasA","Ex",1,"SBrkr",1622,0,1622,0,1,7,1975,"Fin",4,1356,"Normal",168000
"1192",24,"Pave","Lvl","Gtl","Somerst","Norm","Norm","2Story",8,5,1999,2000,"Gable","Gd","TA","PConc","Gd","TA",776,"GasA","Ex",1,"SBrkr",764,677,1441,0,2,5,1999,"Unf",2,492,"Normal",174000
"1193",60,"Pave","Lvl","Gtl","OldTown","Norm","Norm","1.5Fin",5,8,1925,1994,"Gambrel","TA","TA","PConc","TA","TA",702,"GasA","Gd",1,"SBrkr",842,630,1472,0,1,6,1925,"Unf",1,250,"Normal",125000
"1194",NA,"Pave","Lvl","Gtl","Mitchel","Norm","Norm","1Story",6,5,1999,1999,"Hip","TA","TA","PConc","Ex","TA",1224,"GasA","Ex",1,"SBrkr",1224,0,1224,0,2,5,1999,"Fin",2,402,"Normal",165000
"1195",80,"Pave","Lvl","Gtl","Sawyer","Norm","Norm","2Story",6,7,1969,1969,"Gable","TA","TA","CBlock","TA","TA",663,"GasA","TA",1,"SBrkr",663,689,1352,0,1,7,1969,"Fin",1,299,"Normal",158000
"1196",51,"Pave","Lvl","Gtl","Gilbert","Norm","Norm","2Story",6,5,2005,2005,"Gable","TA","TA","PConc","Gd","TA",728,"GasA","Ex",1,"SBrkr",728,728,1456,0,2,8,2005,"Fin",2,400,"Normal",176000
"1197",58,"Pave","Lvl","Gtl","Gilbert","Norm","Norm","2Story",7,5,2006,2006,"Gable","Gd","TA","PConc","Gd","TA",879,"GasA","Ex",1,"SBrkr",879,984,1863,0,2,9,2006,"Fin",3,660,"Partial",219210
"1198",65,"Pave","Bnk","Gtl","OldTown","Norm","Norm","2.5Unf",7,6,1916,1950,"Gable","TA","TA","BrkTil","TA","TA",815,"GasA","Ex",1,"SBrkr",815,875,1690,0,1,7,1916,"Unf",1,225,"Normal",144000
"1199",70,"Pave","Lvl","Gtl","CollgCr","Norm","Norm","1Story",7,5,2001,2001,"Gable","Gd","TA","PConc","Gd","TA",1212,"GasA","Ex",1,"SBrkr",1212,0,1212,0,2,6,2001,"RFn",2,573,"Normal",178000
"1200",75,"Pave","Lvl","Gtl","Sawyer","Norm","Norm","1Story",4,5,1963,1979,"Gable","TA","TA","CBlock","TA","TA",1051,"GasA","Gd",1,"SBrkr",1382,0,1382,0,1,6,1974,"Unf",2,459,"Normal",148000
"1201",71,"Pave","Lvl","Gtl","NAmes","Norm","Norm","1Story",4,5,1970,1970,"Gable","TA","TA","CBlock","TA","TA",864,"GasA","Gd",1,"SBrkr",864,0,864,0,1,5,1972,"Unf",1,280,"Abnorml",116050
"1202",80,"Pave","Lvl","Gtl","CollgCr","Norm","Norm","2Story",7,5,1998,1998,"Gable","TA","TA","PConc","Gd","TA",866,"GasA","Ex",1,"SBrkr",866,913,1779,0,2,6,1998,"RFn",2,546,"Normal",197900
"1203",50,"Pave","Lvl","Gtl","BrkSide","Norm","Norm","1.5Fin",5,8,1925,1997,"Gable","TA","TA","BrkTil","TA","TA",884,"GasA","Ex",1,"SBrkr",884,464,1348,0,1,5,1960,"Unf",1,216,"Normal",117000
"1204",75,"Pave","Lvl","Gtl","CollgCr","Norm","Norm","1Story",7,5,2000,2001,"Gable","Gd","TA","PConc","Gd","TA",1630,"GasA","Ex",1,"SBrkr",1630,0,1630,0,2,6,2000,"Unf",2,451,"Normal",213000
"1205",78,"Pave","Lvl","Gtl","NWAmes","Norm","Norm","1Story",5,6,1975,1975,"Gable","TA","TA","CBlock","Gd","TA",1056,"GasA","Ex",1,"SBrkr",1074,0,1074,0,1,6,1975,"RFn",2,495,"Normal",153500
"1206",90,"Pave","Lvl","Gtl","SawyerW","Norm","Norm","1Story",7,7,1990,1991,"Hip","Gd","TA","CBlock","Gd","TA",2158,"GasA","Gd",1,"SBrkr",2196,0,2196,0,2,7,1990,"RFn",3,701,"Normal",271900
"1207",NA,"Pave","Lvl","Gtl","SawyerW","Norm","Norm","1Story",4,4,1966,1966,"Gable","TA","TA","CBlock","TA","TA",1056,"GasA","TA",1,"SBrkr",1056,0,1056,0,1,5,1966,"Unf",1,384,"Normal",107000
"1208",70,"Pave","Lvl","Gtl","CollgCr","Norm","Norm","1Story",6,5,2003,2003,"Gable","Gd","TA","PConc","Gd","TA",1682,"GasA","Ex",1,"SBrkr",1700,0,1700,0,2,7,2003,"RFn",2,544,"Normal",2e+05
"1209",70,"Pave","Lvl","Gtl","NAmes","Norm","Norm","1Story",5,7,1962,1980,"Gable","TA","Gd","CBlock","TA","TA",931,"GasA","TA",1,"SBrkr",1283,0,1283,0,1,6,1980,"Unf",2,506,"Normal",140000
"1210",85,"Pave","Lvl","Gtl","Somerst","RRNn","Norm","1Story",8,5,2006,2006,"Hip","Gd","TA","PConc","Ex","TA",1660,"GasA","Ex",1,"SBrkr",1660,0,1660,0,2,8,2006,"RFn",2,500,"Partial",290000
"1211",70,"Pave","Lvl","Gtl","SawyerW","Norm","Norm","2Story",6,5,1992,1992,"Gable","Gd","TA","PConc","Gd","TA",1055,"GasA","Ex",1,"SBrkr",1055,790,1845,0,2,8,1992,"RFn",2,462,"Normal",189000
"1212",152,"Pave","Bnk","Mod","Gilbert","Norm","Norm","1.5Fin",8,7,1988,2005,"Gable","Gd","TA","Wood","Gd","TA",559,"GasA","Gd",1,"SBrkr",1080,672,1752,0,2,8,1988,"RFn",2,492,"Normal",164000
"1213",50,"Pave","Lvl","Gtl","Edwards","Norm","Norm","1Story",4,6,1941,1950,"Hip","TA","TA","CBlock","TA","TA",672,"GasA","TA",1,"SBrkr",672,0,672,0,1,4,1941,"Unf",1,234,"Normal",113000
"1214",NA,"Pave","Lvl","Gtl","Sawyer","Norm","Norm","SLvl",4,9,1965,2001,"Gable","TA","Gd","CBlock","TA","Gd",648,"GasA","Ex",1,"SBrkr",960,0,960,1,0,3,1965,"Unf",1,364,"Normal",145000
"1215",69,"Pave","Lvl","Gtl","NAmes","Norm","Norm","SFoyer",5,5,1962,1962,"Gable","TA","TA","CBlock","TA","TA",925,"GasA","TA",1,"SBrkr",999,0,999,0,1,6,1962,"Unf",1,300,"Normal",134500
"1216",99,"Pave","Lvl","Gtl","Sawyer","Norm","Norm","1Story",5,5,1966,1966,"Gable","TA","TA","CBlock","TA","TA",894,"GasA","TA",1,"SBrkr",894,0,894,0,1,5,1966,"RFn",1,384,"Normal",125000
"1217",68,"Pave","Lvl","Gtl","Sawyer","RRAe","Norm","1.5Fin",6,5,1978,1978,"Gable","TA","TA","Slab",NA,NA,0,"GasA","TA",1,"SBrkr",1318,584,1902,0,2,8,1978,"Unf",2,539,"Normal",112000
"1218",72,"Pave","Lvl","Gtl","Somerst","Norm","Norm","1Story",8,5,2009,2009,"Gable","Gd","TA","PConc","Gd","TA",1300,"GasA","Ex",1,"SBrkr",1314,0,1314,0,2,6,2009,"RFn",2,552,"Partial",229456
"1219",52,"Pave","Lvl","Gtl","BrkSide","Norm","Norm","1.5Fin",4,5,1947,1950,"Gable","TA","TA","Slab",NA,NA,0,"GasA","Gd",0,"SBrkr",672,240,912,0,1,3,NA,NA,0,0,"Normal",80500
"1220",21,"Pave","Lvl","Gtl","BrDale","Norm","Norm","2Story",6,5,1971,1971,"Gable","TA","TA","CBlock","TA","TA",672,"GasA","TA",1,"SBrkr",672,546,1218,0,1,7,NA,NA,0,0,"Abnorml",91500
"1221",66,"Pave","Lvl","Gtl","NAmes","Norm","Norm","1Story",5,5,1964,1964,"Gable","TA","TA","CBlock","TA","TA",912,"GasA","TA",1,"SBrkr",912,0,912,0,1,5,1964,"Unf",1,288,"Abnorml",115000
"1222",55,"Pave","Lvl","Gtl","Sawyer","Feedr","Norm","1Story",5,5,1968,1968,"Hip","TA","TA","CBlock","TA","TA",952,"GasA","Ex",1,"SBrkr",1211,0,1211,0,1,5,1968,"Unf",1,322,"Normal",134000
"1223",78,"Pave","Lvl","Gtl","NAmes","Artery","Norm","1.5Fin",6,6,1949,1950,"Gable","TA","TA","CBlock","TA","TA",1040,"GasA","Ex",1,"SBrkr",1168,678,1846,0,2,7,1949,"Unf",1,315,"Normal",143000
"1224",89,"Pave","Lvl","Gtl","NAmes","Norm","Norm","1Story",5,3,1951,1951,"Hip","TA","TA","CBlock","TA","Fa",2136,"GasA","TA",0,"FuseA",2136,0,2136,0,2,7,1951,"Unf",2,528,"Normal",137900
"1225",60,"Pave","Lvl","Gtl","Gilbert","RRAn","Norm","2Story",7,5,2004,2005,"Gable","Gd","TA","PConc","Gd","TA",788,"GasA","Ex",1,"SBrkr",788,702,1490,0,2,8,2004,"Fin",2,388,"Normal",184000
"1226",65,"Pave","Lvl","Gtl","NAmes","Norm","Norm","SLvl",6,8,1958,1958,"Hip","TA","Gd","CBlock","TA","TA",588,"GasA","Ex",1,"SBrkr",1138,0,1138,1,1,6,1958,"RFn",1,264,"Normal",145000
"1227",86,"Pave","Lvl","Gtl","Somerst","Feedr","Norm","2Story",6,5,2007,2007,"Gable","Gd","TA","PConc","Gd","TA",894,"GasA","Ex",1,"SBrkr",894,1039,1933,0,2,9,2007,"Fin",3,668,"Normal",214000
"1228",72,"Pave","Lvl","Gtl","NAmes","Norm","Norm","1Story",5,8,1965,2008,"Gable","TA","TA","CBlock","TA","TA",912,"GasA","Ex",1,"SBrkr",912,0,912,0,1,5,1992,"Unf",2,576,"Normal",147000
"1229",65,"Pave","Lvl","Gtl","NridgHt","Norm","Norm","1Story",9,5,2008,2008,"Hip","Ex","TA","PConc","Ex","TA",1702,"GasA","Ex",1,"SBrkr",1702,0,1702,0,1,7,2008,"Fin",3,1052,"Partial",367294
"1230",70,"Pave","Lvl","Gtl","NAmes","Norm","Norm","SLvl",5,5,1960,1960,"Hip","TA","TA","CBlock","TA","TA",1075,"GasA","Gd",1,"SBrkr",1507,0,1507,0,2,7,1960,"Unf",1,404,"Normal",127000
"1231",NA,"Pave","Lvl","Gtl","Sawyer","Feedr","RRAe","1.5Fin",5,5,1977,1977,"Shed","TA","TA","CBlock","Gd","TA",1361,"GasA","Ex",1,"SBrkr",1361,1259,2620,0,2,12,1977,"RFn",2,600,"Normal",190000
"1232",70,"Pave","Lvl","Gtl","NAmes","Norm","Norm","SLvl",5,6,1962,1962,"Hip","TA","TA","CBlock","TA","TA",1106,"GasA","TA",1,"SBrkr",1190,0,1190,0,1,6,1962,"Unf",2,540,"Normal",132500
"1233",70,"Pave","Lvl","Gtl","NAmes","Norm","Norm","1Story",4,5,1962,1962,"Gable","TA","TA","Slab",NA,NA,0,"GasA","TA",1,"SBrkr",1224,0,1224,0,2,6,1962,"Unf",2,462,"Normal",101800
"1234",NA,"Pave","Lvl","Gtl","NAmes","Norm","Norm","1Story",5,5,1959,1959,"Hip","TA","TA","CBlock","TA","TA",1188,"GasA","Fa",1,"SBrkr",1188,0,1188,0,1,6,1959,"RFn",2,531,"Abnorml",142000
"1235",55,"Pave","Bnk","Gtl","SWISU","Norm","Norm","2Story",5,6,1911,1950,"Gable","TA","TA","PConc","TA","TA",940,"GasA","TA",0,"FuseA",1024,940,1964,0,1,7,NA,NA,0,0,"Abnorml",130000
"1236",96,"Pave","Lvl","Gtl","Crawfor","Norm","Norm","2Story",5,5,1914,1950,"Gable","TA","TA","BrkTil","Gd","TA",747,"GasA","Gd",1,"FuseF",892,892,1784,0,1,9,1914,"Unf",1,180,"Normal",138887
"1237",36,"Pave","Lvl","Gtl","NridgHt","Norm","Norm","2Story",7,5,2003,2003,"Gable","Gd","TA","PConc","Gd","TA",764,"GasA","Ex",1,"SBrkr",764,862,1626,0,2,6,2003,"RFn",2,474,"Normal",175500
"1238",41,"Pave","Lvl","Gtl","CollgCr","Norm","Norm","2Story",7,5,2004,2005,"Gable","Gd","TA","PConc","Gd","TA",847,"GasA","Ex",1,"SBrkr",847,1101,1948,0,2,8,2004,"Fin",2,434,"Normal",195000
"1239",63,"Pave","Lvl","Gtl","SawyerW","RRAe","Norm","1Story",6,5,2005,2005,"Gable","Gd","TA","PConc","Gd","TA",1141,"GasA","Ex",1,"SBrkr",1141,0,1141,0,1,6,2005,"Unf",2,484,"Abnorml",142500
"1240",64,"Pave","HLS","Gtl","Timber","Norm","Norm","1Story",8,5,2006,2006,"Hip","Gd","TA","PConc","Gd","TA",1476,"GasA","Ex",1,"SBrkr",1484,0,1484,0,2,6,2006,"RFn",2,472,"Normal",265900
"1241",65,"Pave","Lvl","Gtl","CollgCr","Norm","Norm","2Story",7,5,2003,2003,"Gable","Gd","TA","PConc","Gd","TA",884,"GasA","Ex",1,"SBrkr",884,884,1768,0,2,8,2003,"RFn",2,543,"Normal",224900
"1242",83,"Pave","Lvl","Gtl","Somerst","Norm","Norm","1Story",7,6,2007,2007,"Hip","Gd","TA","PConc","Gd","TA",1689,"GasA","Ex",1,"SBrkr",1689,0,1689,0,2,7,2007,"RFn",3,954,"Partial",248328
"1243",85,"Pave","Lvl","Gtl","NWAmes","Norm","Norm","SFoyer",7,6,1974,1974,"Gable","TA","TA","CBlock","Gd","TA",1053,"GasA","TA",1,"SBrkr",1173,0,1173,0,2,6,1974,"RFn",2,528,"Family",170000
"1244",107,"Pave","Lvl","Gtl","NridgHt","Norm","Norm","1Story",10,5,2006,2006,"Gable","Ex","TA","PConc","Ex","Gd",2076,"GasA","Ex",1,"SBrkr",2076,0,2076,0,2,7,2006,"Fin",3,850,"Partial",465000
"1245",NA,"Pave","HLS","Mod","Crawfor","Norm","Norm","2Story",8,7,1929,1950,"Gable","TA","TA","PConc","Gd","TA",792,"GasA","Fa",1,"SBrkr",792,725,1517,0,1,7,1931,"Unf",2,400,"Normal",230000
"1246",78,"Pave","Lvl","Gtl","NWAmes","Norm","Norm","SLvl",6,7,1984,2003,"Hip","TA","TA","CBlock","Gd","TA",585,"GasA","Ex",1,"SBrkr",1140,728,1868,0,3,7,1984,"Fin",2,477,"Abnorml",178000
"1247",65,"Pave","Lvl","Gtl","Somerst","Norm","Norm","2Story",7,5,2005,2006,"Gable","Gd","TA","PConc","Gd","TA",756,"GasA","Ex",1,"SBrkr",756,797,1553,0,2,6,2005,"RFn",2,615,"Partial",186500
"1248",NA,"Pave","Lvl","Gtl","Mitchel","Norm","Norm","SLvl",6,5,1976,1976,"Gable","TA","TA","CBlock","TA","TA",1012,"GasA","TA",1,"SBrkr",1034,0,1034,0,1,6,1976,"Unf",3,888,"Normal",169900
"1249",60,"Pave","Lvl","Gtl","OldTown","Norm","Norm","2.5Unf",6,5,1917,1950,"Gable","TA","TA","BrkTil","Gd","TA",735,"OthW","Fa",0,"SBrkr",1134,924,2058,0,1,8,1950,"Unf",2,396,"Normal",129500
"1250",60,"Pave","Lvl","Gtl","NAmes","Norm","Norm","1Story",5,7,1950,1950,"Gable","TA","TA","CBlock","TA","TA",876,"GasA","TA",1,"SBrkr",988,0,988,0,1,6,1950,"Unf",1,276,"Normal",119000
"1251",93,"Pave","Lvl","Gtl","NAmes","Norm","Norm","1Story",7,5,1968,1968,"Hip","Gd","TA","CBlock","TA","TA",2110,"GasA","Ex",1,"SBrkr",2110,0,2110,0,2,8,1968,"Fin",2,522,"Normal",244000
"1252",NA,"Pave","Lvl","Gtl","NridgHt","Norm","Norm","1Story",7,5,2003,2003,"Gable","Gd","TA","PConc","Gd","TA",1405,"GasA","Ex",1,"SBrkr",1405,0,1405,0,2,6,2003,"RFn",2,478,"Normal",171750
